2.220000000000000029e-01,0.000000000000000000e+00,2.386999999999999955e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.753700000000000037e-01,1.164199999999999957e-01,1.449999999999999900e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.926990816987241395e-01
1.164199999999999957e-01,2.753700000000000037e-01,1.449999999999999900e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.178097245096172418e+00
-1.164199999999999957e-01,2.753700000000000037e-01,1.449999999999999900e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.963495408493620697e+00
-2.753700000000000037e-01,1.164199999999999957e-01,1.449999999999999900e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.748893571891068976e+00
-2.753700000000000037e-01,-1.164199999999999957e-01,1.449999999999999900e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.534291735288517255e+00
-1.164199999999999957e-01,-2.753700000000000037e-01,1.449999999999999900e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.319689898685965090e+00
1.164199999999999957e-01,-2.753700000000000037e-01,1.449999999999999900e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.105088062083414258e+00
2.753700000000000037e-01,-1.164199999999999957e-01,1.449999999999999900e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.890486225480861648e+00
1.340000000000000080e-01,0.000000000000000000e+00,1.300000000000000044e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
