0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.570796326794896558e+00,0.000000000000000000e+00,3.141592653589793116e+00
0.000000000000000000e+00,-3.499999999999999778e-01,0.000000000000000000e+00,1.570796326794896558e+00,-1.570796326794896558e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.570796326794896558e+00,0.000000000000000000e+00,3.141592653589793116e+00
0.000000000000000000e+00,-3.599999999999999867e-01,0.000000000000000000e+00,1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.570796326794896558e+00,1.570796326794896558e+00,3.141592653589793116e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.300000000000000433e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.570796326794896558e+00,0.000000000000000000e+00,3.141592653589793116e+00
-2.255000000000000060e-02,3.500000000000000333e-02,5.177999999999999964e-02,0.000000000000000000e+00,-2.617993880000000217e-01,0.000000000000000000e+00
-1.299999999999999940e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.570796326794896558e+00,0.000000000000000000e+00
